movie_id,movie_name,genre,description
tt15679400,Knock at the Cabin,horror,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse."
tt9764362,The Menu,horror,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises."
tt8760708,M3GAN,horror,A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.
tt13051810,Viking Wolf,horror,"Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends, she becomes a key witness. Was the killer an animal? A wolf?"
tt10365998,Infinity Pool,horror,"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors."
tt17663992,Scream VI,horror,"In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City."
tt14138650,The Pale Blue Eye,horror,"A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe."
tt13560574,X,horror,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives."
tt19623240,Winnie the Pooh: Blood and Honey,horror,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food."
tt13280054,Blood,horror,"Jess, a separated mother and nurse, moves with her daughter and young son Owen back into her old farmhouse. Shortly after settling in, Owen is bitten by the dog, resulting in a mysterious infection from the bite."
tt21307994,Skinamarink,horror,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished."
tt15791034,Barbarian,horror,A woman staying at an Airbnb discovers that the house she has rented is not what it seems.
tt18925334,Pearl,horror,"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm."
tt15474916,Smile,horror,"After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity."
tt10954984,Nope,horror,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.
tt14121726,Jeepers Creepers: Reborn,horror,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all."
tt10168670,Bones and All,horror,"Maren, a young woman, learns how to survive on the margins of society."
