movie_id,movie_name,genre,description,director,star
tt4154796,Avengers: Endgame,action,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, 
Joe Russo","Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth"
tt22769820,Legion of Super-Heroes,action,"Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Superman mentors her. Meanwhile, she must contend with a mysterious group called the Dark Circle who searches for a powerful weapon held in the Academy's vault.",Jeff Wamester,"Jensen Ackles, 
Matt Bomer, 
Darin De Paul, 
Ben Diskin"
tt12261776,65,action,An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Scott Beck, 
Bryan Woods","Adam Driver, 
Ariana Greenblatt, 
Chloe Coleman, 
Nika King"
tt13614388,Little Dixie,action,"Doc facilitates a fragile truce between the Governor and Cartel, trading prosecutorial leniency for finance. With no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie.",John Swab,"Frank Grillo, 
Annabeth Gish, 
Eric Dane, 
Mercedes Mason"
tt15600222,An Action Hero,action,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.",Anirudh Iyer,"Ayushmann Khurrana, 
Jaideep Ahlawat, 
Neeraj Madhav, 
Gautam Joglekar"
tt10298840,Strange World,action,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.,"Don Hall, 
Qui Nguyen","Jake Gyllenhaal, 
Jaboukie Young-White, 
Gabrielle Union, 
Dennis Quaid"
tt2911666,John Wick,action,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,"Chad Stahelski, 
David Leitch","Keanu Reeves, 
Michael Nyqvist, 
Alfie Allen, 
Willem Dafoe"
tt8367814,The Gentlemen,action,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,"Matthew McConaughey, 
Charlie Hunnam, 
Michelle Dockery, 
Jeremy Strong"
tt1856101,Blade Runner 2049,action,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Denis Villeneuve,"Harrison Ford, 
Ryan Gosling, 
Ana de Armas, 
Dave Bautista"
tt5433138,F9: The Fast Saga,action,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,"Vin Diesel, 
Michelle Rodriguez, 
Jordana Brewster, 
Tyrese Gibson"
tt12003946,Violent Night,action,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",Tommy Wirkola,"David Harbour, 
John Leguizamo, 
Beverly D'Angelo, 
Alex Hassell"
tt10242388,Last Seen Alive,action,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,Brian Goodman,"Gerard Butler, 
Jaimie Alexander, 
Russell Hornsby, 
Ethan Embry"
tt7888964,Nobody,action,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,"Bob Odenkirk, 
Aleksey Serebryakov, 
Connie Nielsen, 
Christopher Lloyd"
tt0133093,The Matrix,action,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","Lana Wachowski, 
Lilly Wachowski","Keanu Reeves, 
Laurence Fishburne, 
Carrie-Anne Moss, 
Hugo Weaving"
tt1649418,The Gray Man,action,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.","Anthony Russo, 
Joe Russo","Ryan Gosling, 
Chris Evans, 
Ana de Armas, 
Billy Bob Thornton"
tt6791350,Guardians of the Galaxy Vol. 3,action,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",James Gunn,"Chris Pratt, 
Zoe Saldana, 
Dave Bautista, 
Vin Diesel"
tt0082971,Raiders of the Lost Ark,action,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",Steven Spielberg,"Harrison Ford, 
Karen Allen, 
Paul Freeman, 
John Rhys-Davies"
tt0116629,Independence Day,action,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",Roland Emmerich,"Will Smith, 
Bill Pullman, 
Jeff Goldblum, 
Mary McDonnell"
tt0446029,Scott Pilgrim vs. the World,action,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Edgar Wright,"Michael Cera, 
Mary Elizabeth Winstead, 
Kieran Culkin, 
Anna Kendrick"
tt0232500,The Fast and the Furious,action,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,Rob Cohen,"Vin Diesel, 
Paul Walker, 
Michelle Rodriguez, 
Jordana Brewster"
tt3291150,The Expendables 4,action,The Expendables will square up against: an arms dealer who commands the might of a massive private army.,Scott Waugh,"Jason Statham, 
50 Cent, 
Megan Fox, 
Dolph Lundgren"
tt0115624,Barb Wire,action,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",David Hogan,"Pamela Anderson, 
Amir AboulEla, 
Adriana Alexander, 
David Andriole"
tt2382320,No Time to Die,action,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",Cary Joji Fukunaga,"Daniel Craig, 
Ana de Armas, 
Rami Malek, 
Léa Seydoux"
tt1464335,Uncharted,action,"\"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor \"\"Sully\"\" Sullivan to recover a fortune amassed by Ferdinand Magellan","and lost 500 years ago by the House of Moncada.\"",/name/nm0281508/
tt6723592,Tenet,action,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,"John David Washington, 
Robert Pattinson, 
Elizabeth Debicki, 
Juhan Ulfsak"
tt10151854,Shazam! Fury of the Gods,action,"\"The film continues the story of teenage Billy Batson who, upon reciting the magic word \"\"SHAZAM!\"\" is transformed into his adult Super Hero alter ego","Shazam.\"",/name/nm2497546/
tt0113277,Heat,action,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Michael Mann,"Al Pacino, 
Robert De Niro, 
Val Kilmer, 
Jon Voight"
tt6334354,The Suicide Squad,action,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",James Gunn,"Margot Robbie, 
Idris Elba, 
John Cena, 
Joel Kinnaman"
tt0120616,The Mummy,action,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",Stephen Sommers,"Brendan Fraser, 
Rachel Weisz, 
John Hannah, 
Arnold Vosloo"
tt5013056,Dunkirk,action,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,"Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy"
tt0107290,Jurassic Park,action,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Steven Spielberg,"Sam Neill, 
Laura Dern, 
Jeff Goldblum, 
Richard Attenborough"
tt4649466,Kingsman: The Golden Circle,action,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",Matthew Vaughn,"Taron Egerton, 
Colin Firth, 
Mark Strong, 
Channing Tatum"
tt0096446,Willow,action,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,Ron Howard,"Val Kilmer, 
Joanne Whalley, 
Warwick Davis, 
Jean Marsh"
tt0478970,Ant-Man,action,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",Peyton Reed,"Paul Rudd, 
Michael Douglas, 
Corey Stoll, 
Evangeline Lilly"
tt1631867,Edge of Tomorrow,action,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,"Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson"
tt0167260,The Lord of the Rings: The Return of the King,action,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,"Elijah Wood, 
Viggo Mortensen, 
Ian McKellen, 
Orlando Bloom"
tt13320622,The Lost City,action,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Aaron Nee, 
Adam Nee","Sandra Bullock, 
Channing Tatum, 
Daniel Radcliffe, 
Da'Vine Joy Randolph"
tt15239678,Dune: Part Two,action,"A boy becomes the Messiah of nomads on a desert planet that has giant worms that protect a commodity called Spice. Spice changes people into travelers, mystics and madmen. What price will he pay to become the new ruler of their universe?",Denis Villeneuve,"Timothée Chalamet, 
Rebecca Ferguson, 
Zendaya, 
Javier Bardem"
tt1951264,The Hunger Games: Catching Fire,action,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,"Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Philip Seymour Hoffman"
tt6654210,Infinite,action,A man discovers that his hallucinations are actually visions from past lives.,Antoine Fuqua,"Mark Wahlberg, 
Chiwetel Ejiofor, 
Sophie Cookson, 
Dylan O'Brien"
tt1950186,Ford v Ferrari,action,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,"Matt Damon, 
Christian Bale, 
Jon Bernthal, 
Caitríona Balfe"
tt6856242,The King's Man,action,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.",Matthew Vaughn,"Ralph Fiennes, 
Gemma Arterton, 
Rhys Ifans, 
Harris Dickinson"
tt9419884,Doctor Strange in the Multiverse of Madness,action,"Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.",Sam Raimi,"Benedict Cumberbatch, 
Elizabeth Olsen, 
Chiwetel Ejiofor, 
Benedict Wong"
tt13223398,Beast,action,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.,Baltasar Kormákur,"Liyabuya Gongo, 
Martin Munro, 
Daniel Hadebe, 
Thapelo Sebogodi"
tt9032400,Eternals,action,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",Chloé Zhao,"Gemma Chan, 
Richard Madden, 
Angelina Jolie, 
Salma Hayek"
tt2015381,Guardians of the Galaxy,action,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,James Gunn,"Chris Pratt, 
Vin Diesel, 
Bradley Cooper, 
Zoe Saldana"
tt0110413,Léon: The Professional,action,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Luc Besson,"Jean Reno, 
Gary Oldman, 
Natalie Portman, 
Danny Aiello"
tt11866324,Prey,action,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",Dan Trachtenberg,"Amber Midthunder, 
Dakota Beavers, 
Dane DiLiegro, 
Stormee Kipp"
tt1392190,Mad Max: Fury Road,action,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,"Tom Hardy, 
Charlize Theron, 
Nicholas Hoult, 
Zoë Kravitz"
tt1618434,Murder Mystery,action,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",Kyle Newacheck,"Adam Sandler, 
Jennifer Aniston, 
Luke Evans, 
Terence Stamp"
tt0098206,Road House,action,A tough bouncer is hired to tame a dirty bar.,Rowdy Herrington,"Patrick Swayze, 
Kelly Lynch, 
Sam Elliott, 
Ben Gazzara"
tt6264654,Free Guy,action,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",Shawn Levy,"Ryan Reynolds, 
Jodie Comer, 
Taika Waititi, 
Lil Rel Howery"
tt13131232,Mission Majnu,action,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.",Shantanu Bagchi,"Sidharth Malhotra, 
Rashmika Mandanna, 
Parmeet Sethi, 
Zakir Hussain"
tt0076759,Star Wars,action,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",George Lucas,"Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Alec Guinness"
tt2935622,The School for Good and Evil,action,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,Paul Feig,"Kit Young, 
Sophia Anne Caruso, 
Cate Blanchett, 
Liam Woon"
tt8579674,1917,action,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,"Dean-Charles Chapman, 
George MacKay, 
Daniel Mays, 
Colin Firth"
tt0113189,GoldenEye,action,"\"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as \"\"GoldenEye\"\" and James Bond has to stop them from using it.\"",Martin Campbell,"Pierce Brosnan, 
Sean Bean, 
Izabella Scorupco, 
Famke Janssen"
tt3397884,Sicario,action,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,"Emily Blunt, 
Josh Brolin, 
Benicio Del Toro, 
Jon Bernthal"
tt1386697,Suicide Squad,action,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,David Ayer,"Will Smith, 
Jared Leto, 
Margot Robbie, 
Viola Davis"
tt0364569,Oldboy,action,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Park Chan-wook,"Choi Min-sik, 
Yoo Ji-tae, 
Kang Hye-jeong, 
Kim Byeong-Ok"
tt4154756,Avengers: Infinity War,action,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Anthony Russo, 
Joe Russo","Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans"
tt5090568,Transformers: Rise of the Beasts,action,Plot unknown. Reportedly based on the 'Transformers' spinoff 'Beast Wars' which feature robots that transform into robotic animals.,Steven Caple Jr.,"Michelle Yeoh, 
Ron Perlman, 
Peter Dinklage, 
Pete Davidson"
tt0116367,From Dusk Till Dawn,action,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",Robert Rodriguez,"Harvey Keitel, 
George Clooney, 
Juliette Lewis, 
Quentin Tarantino"
tt7126948,Wonder Woman 1984,action,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",Patty Jenkins,"Gal Gadot, 
Chris Pine, 
Kristen Wiig, 
Pedro Pascal"
tt5463162,Deadpool 2,action,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",David Leitch,"Ryan Reynolds, 
Josh Brolin, 
Morena Baccarin, 
Julian Dennison"
tt15255288,Murder Mystery 2,action,"Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja, is kidnapped at his own lavish wedding.",Jeremy Garelick,"Adam Sandler, 
Jennifer Aniston, 
Mark Strong, 
Mélanie Laurent"
tt2802144,Kingsman: The Secret Service,action,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Matthew Vaughn,"Colin Firth, 
Taron Egerton, 
Samuel L. Jackson, 
Michael Caine"
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,action,"\"Blacksmith Will Turner teams up with eccentric pirate \"\"Captain\"\" Jack Sparrow to save his love",the governor's daughter,"who are now undead.\""
tt14714980,Poker Face,action,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in.",Russell Crowe,"Russell Crowe, 
Liam Hemsworth, 
RZA, 
Aden Young"
